Place,State,Type,Place Type,In particular,County/Parish/Borough,Country,Division,Jurisdiction
Frankfort,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:frankfort,
Franzen,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:franzen,
Green Valley,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:green_valley,
Guenther,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:guenther,
Halsey,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:halsey,
Hamburg,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:hamburg,
Harrison,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:harrison,
Hewitt,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:hewitt,
Holton,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:holton,
Hull,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:hull,
Marathon,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:marathon,
McMillan,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:mcmillan,
Mosinee,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:mosinee,
Norrie,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:norrie,
Plover,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:plover,
Reid,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:reid,
Rib Falls,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:rib_falls,
Rib Mountain,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:rib_mountain,
Rietbrock,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:rietbrock,
Ringle,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:ringle,
Spencer,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:spencer,
Stettin,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:stettin,
Texas,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:texas,
Wausau,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:wausau,
Weston,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:weston,
Wien,WI,Government,Town,,Marathon County,US,ocd-division/country:us/state:wi/county:marathon/place:wien,
Amberg,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:amberg,
Athelstane,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:athelstane,
Beaver,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:beaver,
Beecher,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:beecher,
Dunbar,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:dunbar,
Goodman,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:goodman,
Grover,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:grover,
Lake,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:lake,
Middle Inlet,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:middle_inlet,
Niagra,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:niagara,
Pembine,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:pembine,
Peshtigo,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:peshtigo,
Porterfield,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:porterfield,
Pound,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:pound,
Silver Cliff,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:silver_cliff,
Stephenson,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:stephenson,
Wagner,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:wagner,
Wausaukee,WI,Government,Town,,Marinette County,US,ocd-division/country:us/state:wi/county:marinette/place:wausaukee,
Buffalo,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:buffalo,
Crystal Lake,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:crystal_lake,
Douglas,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:douglas,
Harris,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:harris,
Mecan,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:mecan,
Montello,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:montello,
Moundville,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:moundville,
Neshkoro,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:neshkoro,
Newton,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:newton,
Oxford,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:oxford,
Packwaukee,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:packwaukee,
Shields,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:shields,
Springfield,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:springfield,
Westfield,WI,Government,Town,,Marquette County,US,ocd-division/country:us/state:wi/county:marquette/place:westfield,
Menominee,WI,Government,Town,,Menominee County,US,ocd-division/country:us/state:wi/county:menominee/place:menominee,
Adrian,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:adrian,
Angelo,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:angelo,
Byron,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:byron,
Clifton,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:clifton,
Glendale,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:glendale,
Grant,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:grant,
Greenfield,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:greenfield,
Jefferson,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:jefferson,
La Grange,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:la_grange,
Lafayette,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:lafayette,
Leon,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:leon,
Lincoln,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:lincoln,
Little Falls,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:little_falls,
New Lyme,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:new_lyme,
Oakdale,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:oakdale,
Portland,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:portland,
Ridgeville,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:ridgeville,
Scott,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:scott,
Sheldon,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:sheldon,
Sparta,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:sparta,
Tomah,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:tomah,
Wellington,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:wellington,
Wells,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:wells,
Wilton,WI,Government,Town,,Monroe County,US,ocd-division/country:us/state:wi/county:monroe/place:wilton,
Abrams,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:abrams,
Bagley,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:bagley,
Brazeau,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:brazeau,
Breed,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:breed,
Chase,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:chase,
Doty,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:doty,
Gillett,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:gillett,
How,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:how,
Lakewood,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:lakewood,
Lena,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:lena,
Little River,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:little_river,
Little Suamico,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:little_suamico,
Maple Valley,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:maple_valley,
Morgan,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:morgan,
Mountain,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:mountain,
Oconto,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:oconto,
Oconto Falls,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:oconto_falls,
Pensaukee,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:pensaukee,
Riverview,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:riverview,
Spruce,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:spruce,
Stiles,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:stiles,
Townsend,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:townsend,
Underhill,WI,Government,Town,,Oconto County,US,ocd-division/country:us/state:wi/county:oconto/place:underhill,
Cassian,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:cassian,
Crescent,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:crescent,
Enterprise,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:enterprise,
Hazelhurst,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:hazelhurst,
Lake Tomahawk,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:lake_tomahawk,
Little Rice,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:little_rice,
Lynne,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:lynne,
Minocqua,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:minocqua,
Monica,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:monico,
Newbold,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:newbold,
Nokomis,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:nokomis,
Pelican,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:pelican,
Piehl,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:piehl,
Pine Lake,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:pine_lake,
Schoepke,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:schoepke,
Stella,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:stella,
Sugar Camp,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:sugar_camp,
Three Lakes,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:three_lakes,
Woodboro,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:woodboro,
Woodruff,WI,Government,Town,,Oneida County,US,ocd-division/country:us/state:wi/county:oneida/place:woodruff,
Black Creek,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:black_creek,
Bovina,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:bovina,
Buchanan,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:buchanan,
Center,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:center,
Cicero,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:cicero,
Dale,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:dale,
Deer Creek,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:deer_creek,
Ellington,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:ellington,
Freedom,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:freedom,
Grand Chute,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:grand_chute,
Greenville,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:greenville,
Hortonia,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:hortonia,
Kaukauna,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:kaukauna,
Liberty,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:liberty,
Maine,WI,Government,Town,,Outagamie County,US,ocd-division/country:us/state:wi/county:outagamie/place:maine,
